rainfall_mm,temperature_c,humidity_pct,river_level_m,elevation_m,soil_moisture,drainage_capacity_pct,population_density,impervious_pct,wind_speed_kmh,land_use_type,previous_flood_history,flood_risk_score,flood_risk
56.3,20.93,48.13,1.22,38.85,0.354,59.57,4348.6,43.72,11.91,Forest,0,0.2355,Low
47.59,22.35,68.41,10.11,137.67,0.357,83.63,91.0,51.63,4.37,Urban,1,0.4524,Medium
49.92,25.14,65.94,2.37,147.28,0.323,67.26,854.0,28.3,9.43,Agricultural,0,0.4298,Medium
67.43,39.51,84.6,6.77,293.55,0.201,49.63,803.9,100.0,14.86,Suburban,0,0.4629,Medium
69.32,15.75,87.75,8.05,2.56,0.634,44.53,1357.7,43.76,11.32,Barren,0,0.5238,Medium
41.66,34.52,82.17,4.98,17.7,0.485,55.11,564.3,70.63,5.97,Urban,0,0.6389,Medium
130.38,19.93,100.0,3.59,106.87,0.298,69.51,6530.4,62.09,15.87,Agricultural,0,0.2933,Low
22.27,19.22,66.12,4.57,41.72,0.276,87.42,558.7,71.07,6.47,Suburban,1,0.5427,Medium
77.34,31.31,76.47,1.74,71.74,0.692,40.37,1218.1,51.48,4.24,Forest,0,0.3504,Medium
3.71,19.11,86.98,0.83,314.26,0.217,76.34,1942.8,100.0,13.34,Agricultural,1,0.4358,Medium
45.06,17.76,80.03,8.85,12.19,0.417,56.61,681.7,13.76,13.65,Coastal,0,0.5356,Medium
2.79,28.26,83.02,0.4,125.39,0.38,68.05,1245.7,32.9,6.11,Urban,0,0.3084,Low
47.39,27.31,66.29,0.48,195.65,0.555,32.76,3694.6,56.56,28.05,Urban,0,0.4569,Medium
60.88,20.29,63.83,6.15,15.41,0.461,57.84,767.0,51.08,16.0,Forest,0,0.386,Medium
33.3,36.58,59.65,2.99,124.82,0.221,7.71,2934.6,49.72,27.82,Suburban,1,0.4789,Medium
44.05,20.49,61.48,7.24,213.79,0.424,59.05,3383.5,63.88,41.19,Forest,1,0.6365,Medium
72.94,12.85,65.85,0.0,27.79,0.417,96.94,127.4,13.12,15.76,Agricultural,1,0.3912,Medium
0.34,15.79,52.97,3.77,17.39,0.279,51.54,1564.4,50.14,3.77,Agricultural,0,0.4149,Medium
28.84,15.57,44.91,1.32,8.08,0.259,66.31,134.4,58.95,15.96,Suburban,0,0.3922,Medium
108.61,21.37,44.28,0.67,156.61,0.447,73.56,10029.2,52.63,0.65,Urban,0,0.689,High
14.9,34.01,88.08,0.92,64.12,0.298,52.35,477.6,10.01,2.09,Wetland,0,0.3268,Low
24.66,11.29,57.36,0.76,83.03,0.391,20.0,3383.0,34.49,9.41,Suburban,0,0.4255,Medium
5.38,35.9,75.84,3.31,12.5,0.39,48.41,3270.0,21.33,11.42,Urban,0,0.2636,Low
29.06,19.02,62.34,3.01,14.78,0.434,31.07,1155.2,44.32,3.41,Suburban,0,0.5499,Medium
40.0,19.88,88.88,5.64,134.5,0.235,33.94,3138.4,29.07,33.53,Suburban,0,0.3863,Medium
198.87,18.35,42.43,1.67,63.81,0.426,75.8,975.0,23.98,29.95,Suburban,0,0.3759,Medium
58.1,20.23,61.83,5.54,220.19,0.246,45.78,282.4,51.27,9.48,Urban,0,0.5143,Medium
30.23,22.14,55.71,6.43,185.62,0.229,60.16,7092.9,65.77,24.1,Coastal,0,0.6549,Medium
9.56,22.94,64.87,6.54,184.81,0.468,47.08,2493.2,24.35,15.44,Suburban,0,0.5031,Medium
24.84,25.87,81.41,5.73,236.51,0.423,47.08,306.4,61.95,11.32,Urban,0,0.5328,Medium
20.66,9.16,63.18,4.97,225.59,0.573,60.49,571.8,59.75,9.19,Agricultural,0,0.3965,Medium
4.22,22.87,54.16,2.56,93.98,0.136,60.15,344.8,47.96,11.0,Wetland,0,0.4393,Medium
14.43,27.29,64.95,6.58,40.66,0.31,55.48,120.3,20.94,12.83,Forest,0,0.3199,Low
31.08,23.41,59.31,6.5,99.32,0.299,50.12,4034.4,55.15,22.45,Barren,0,0.4637,Medium
34.97,21.97,73.36,3.72,32.4,0.613,69.74,110.5,37.56,13.04,Urban,1,0.5788,Medium
72.02,20.32,19.07,2.03,25.56,0.284,58.22,3066.6,40.32,2.25,Barren,1,0.3245,Low
111.95,31.31,58.74,2.92,84.66,0.35,54.89,3555.1,78.58,3.74,Coastal,0,0.7527,High
34.34,27.23,66.02,1.09,117.03,0.564,27.35,587.9,8.23,11.1,Urban,0,0.5055,Medium
79.17,22.39,79.14,2.9,71.96,0.648,32.71,3224.7,24.22,3.3,Wetland,0,0.4745,Medium
30.27,27.55,81.19,5.83,196.99,0.048,28.17,2808.4,14.33,4.18,Forest,0,0.3104,Low
19.06,30.41,52.88,6.35,105.3,0.414,48.37,5486.6,91.51,6.24,Coastal,0,0.6421,Medium
69.49,14.34,57.4,3.54,457.6,0.244,18.8,401.4,43.75,5.31,Urban,0,0.3028,Low
29.85,27.45,34.68,3.22,22.37,0.542,50.18,3370.3,31.5,10.37,Suburban,0,0.6883,High
21.45,18.04,67.03,2.7,44.91,0.487,53.83,976.7,69.26,8.73,Forest,1,0.4165,Medium
18.21,32.98,100.0,1.88,8.8,0.267,43.4,43.9,63.41,22.7,Suburban,0,0.519,Medium
8.28,17.25,68.44,1.79,82.99,0.245,58.17,1021.0,29.47,11.35,Forest,1,0.3265,Low
43.95,23.76,52.56,7.64,6.15,0.31,86.48,1127.4,62.64,8.99,Coastal,0,0.4513,Medium
25.88,25.86,68.08,3.08,126.38,0.395,53.2,2031.5,49.46,8.77,Urban,0,0.4866,Medium
81.28,10.95,28.14,4.62,34.47,0.201,83.53,5464.3,59.99,3.89,Urban,0,0.4695,Medium
131.84,9.35,78.55,0.0,168.9,0.336,69.86,2135.2,29.21,2.89,Urban,0,0.3069,Low
18.1,21.01,88.64,2.13,4.87,,47.11,219.2,0.12,10.72,Forest,1,0.3811,Medium
11.54,35.7,61.19,1.88,49.28,0.296,71.93,2707.4,10.42,3.15,Coastal,0,0.3706,Medium
114.21,22.66,50.04,6.52,320.92,0.432,79.42,1241.8,54.34,23.44,Coastal,0,0.5938,Medium
47.43,27.31,57.17,6.59,8.57,0.224,90.01,979.7,81.22,10.72,Urban,0,0.5353,Medium
46.13,2.12,58.26,6.63,249.94,0.358,48.14,601.6,17.85,14.62,Urban,0,0.4265,Medium
54.35,29.81,74.21,1.24,48.17,0.375,85.02,2283.1,1.74,9.66,Urban,0,0.2068,Low
91.3,27.42,69.79,7.76,4.64,0.451,68.84,1160.0,58.32,11.24,Forest,0,0.5319,Medium
90.87,28.58,63.33,3.58,276.7,0.488,79.91,12198.6,78.58,5.08,Forest,1,0.3856,Medium
67.17,24.27,65.02,2.42,67.26,0.287,63.59,3341.5,64.33,3.65,Forest,0,0.2411,Low
14.81,15.04,,4.85,68.4,0.58,84.53,298.4,66.44,3.05,Agricultural,0,0.4124,Medium
6.44,18.69,76.01,7.04,140.11,0.129,42.19,601.6,16.31,6.03,Forest,1,0.4678,Medium
14.94,17.62,65.25,4.79,75.86,0.268,77.79,972.8,83.47,17.92,Forest,0,0.3586,Medium
9.01,27.8,36.87,0.84,180.02,0.1,14.96,5070.0,89.88,23.82,Forest,1,0.4158,Medium
72.95,22.36,78.18,6.16,100.57,0.491,78.5,62.1,64.96,10.28,Agricultural,1,0.6523,Medium
24.36,29.79,59.67,7.24,45.92,0.312,57.33,7543.4,22.41,5.35,Agricultural,0,0.4439,Medium
66.15,28.35,57.64,1.87,122.2,0.311,57.43,832.9,43.24,26.3,Forest,0,0.2498,Low
42.24,36.28,97.72,4.56,11.0,0.322,77.08,3013.4,56.88,27.62,Forest,0,0.393,Medium
24.04,24.74,72.52,3.65,81.31,0.142,97.02,795.4,83.64,21.3,Forest,1,0.3376,Medium
18.43,22.41,,4.49,50.0,0.199,16.96,376.6,44.08,2.98,Urban,0,0.549,Medium
22.57,24.65,,1.4,61.78,0.594,50.96,864.5,74.51,9.67,Agricultural,0,0.3047,Low
11.71,5.31,54.4,1.71,134.65,0.444,93.39,31.0,73.51,1.13,Forest,0,0.4252,Medium
134.27,21.38,90.68,6.56,21.21,0.494,57.26,2504.7,62.93,2.46,Agricultural,1,0.638,Medium
38.61,28.25,100.0,5.98,4.2,0.523,47.27,3905.1,0.0,12.45,Agricultural,1,0.4745,Medium
42.29,21.9,82.01,5.6,249.68,0.376,52.71,10.0,13.68,,Wetland,0,0.4717,Medium
41.41,22.22,19.33,6.59,229.58,0.378,76.42,2150.4,46.09,11.8,Forest,0,0.4091,Medium
71.65,21.84,51.54,3.33,301.67,0.189,98.21,1311.0,24.71,16.06,Coastal,0,0.4752,Medium
20.73,35.04,63.89,8.01,148.29,0.19,69.31,3325.7,41.4,3.11,Urban,0,0.3982,Medium
94.55,25.85,62.22,2.26,258.52,0.563,58.11,432.7,25.9,24.82,Coastal,0,0.395,Medium
32.31,22.84,62.18,5.88,46.82,0.177,61.4,1194.9,16.69,9.28,Coastal,0,0.549,Medium
31.26,40.89,39.36,5.37,19.48,0.227,30.47,4835.8,25.87,17.19,Forest,0,0.2658,Low
104.79,14.73,99.61,5.12,142.45,0.224,89.5,876.9,17.86,9.96,Urban,1,0.5927,Medium
20.44,19.14,75.1,6.69,52.16,0.361,54.96,1083.1,40.91,2.8,Wetland,0,0.6098,Medium
56.78,16.34,51.26,7.19,38.28,0.365,48.9,4797.3,11.34,2.9,Agricultural,0,0.3362,Medium
41.15,18.53,54.56,5.75,107.64,0.345,41.73,2545.2,71.35,18.93,Coastal,1,0.7008,High
23.91,32.64,75.91,3.2,18.77,0.0,86.54,2097.5,36.94,5.35,Suburban,0,0.4898,Medium
63.61,16.87,60.43,9.0,107.81,0.37,77.49,41.1,17.91,18.93,Suburban,0,0.5679,Medium
13.77,24.11,67.33,2.89,248.18,0.415,34.77,411.7,61.79,2.64,Suburban,0,0.4428,Medium
23.73,27.21,72.66,4.45,139.93,0.427,55.98,581.8,77.05,0.26,Urban,0,0.6408,Medium
45.01,28.73,55.79,6.69,85.67,0.236,65.56,2121.9,65.16,47.08,Barren,0,0.5123,Medium
121.14,19.28,96.13,4.09,80.0,0.594,98.1,3970.0,30.82,19.93,Agricultural,0,0.3934,Medium
113.71,27.82,22.7,4.94,46.0,0.448,59.8,577.9,65.99,14.94,Forest,0,0.4123,Medium
57.42,20.67,51.04,0.3,170.86,0.345,24.62,368.2,22.29,5.7,Agricultural,0,0.3988,Medium
32.92,23.97,79.67,5.62,327.92,0.516,39.31,417.9,9.32,25.77,Suburban,0,0.3571,Medium
4.8,16.37,52.66,7.18,77.18,0.285,56.32,807.5,63.17,3.44,Coastal,0,0.4241,Medium
79.76,14.72,62.1,5.86,257.72,0.53,78.82,671.2,94.61,4.34,Suburban,0,0.5451,Medium
87.94,26.37,87.42,4.52,2.71,0.375,75.4,1823.4,31.59,16.44,Suburban,0,0.4615,Medium
56.83,40.61,73.58,5.71,25.24,0.17,74.02,1060.7,23.05,5.88,Urban,0,0.4455,Medium
34.14,21.61,67.18,7.69,6.41,0.355,60.07,684.8,32.88,24.36,Forest,0,0.4381,Medium
74.84,23.7,86.07,5.34,91.85,0.583,68.73,324.0,59.13,8.03,Agricultural,1,0.5934,Medium
40.24,28.22,54.71,7.83,48.04,0.272,67.7,2476.7,49.53,17.15,Barren,1,0.4888,Medium
36.55,31.38,72.81,5.04,221.67,0.364,37.23,1203.8,37.82,7.82,Urban,0,0.5098,Medium
9.01,31.73,74.25,3.82,137.53,0.339,59.38,3494.7,48.9,8.62,Agricultural,1,0.4358,Medium
72.07,27.74,44.04,6.48,115.85,0.247,47.98,6193.2,24.09,7.47,Forest,1,0.5869,Medium
46.29,22.77,49.66,5.61,16.08,0.239,67.25,1139.5,52.36,24.01,Suburban,0,0.4327,Medium
113.31,28.76,34.2,4.58,39.08,0.413,69.23,3672.4,47.56,2.34,Suburban,1,0.5517,Medium
25.4,26.74,69.88,6.05,155.13,0.395,60.84,1162.8,63.96,10.8,Urban,1,0.5078,Medium
19.24,23.58,87.36,4.45,27.05,0.246,45.04,6910.0,32.48,,Forest,0,0.4797,Medium
87.33,30.39,50.64,5.88,144.22,0.659,57.74,850.8,70.61,0.93,Wetland,0,0.7036,High
100.61,26.99,22.62,2.56,277.14,0.456,64.2,1717.1,54.56,3.22,Forest,0,0.495,Medium
42.21,19.1,64.11,5.78,244.76,0.223,49.75,17.2,86.17,1.75,Agricultural,1,0.5269,Medium
77.2,16.54,86.59,6.51,3.69,0.545,93.6,690.7,28.33,30.8,Suburban,0,0.5573,Medium
32.22,12.86,58.65,5.99,255.25,0.491,43.59,411.4,42.11,7.59,Urban,0,0.5613,Medium
33.66,17.41,74.42,5.7,41.34,0.648,27.26,3135.8,17.5,4.74,Suburban,0,0.6113,Medium
57.05,24.21,25.14,5.18,68.54,0.38,45.53,182.4,39.38,8.96,Barren,0,0.3851,Medium
33.3,31.17,75.27,1.17,90.76,0.346,40.52,2294.0,25.16,1.73,Barren,0,0.3448,Medium
50.86,23.19,92.53,5.56,63.42,0.464,44.89,526.3,54.88,13.38,Forest,1,0.5241,Medium
45.38,26.07,98.29,5.52,118.96,0.417,31.87,3796.1,60.45,5.76,Urban,0,0.3399,Medium
15.33,28.21,82.9,4.74,216.11,0.314,53.0,2700.2,44.69,5.28,Forest,0,0.3704,Medium
50.66,15.49,100.0,1.67,142.87,0.321,86.05,3931.1,23.4,25.57,Forest,0,0.3303,Medium
15.79,20.97,80.65,3.91,32.75,0.314,78.76,276.7,16.94,9.41,Forest,0,0.3086,Low
72.95,15.86,63.26,3.85,301.44,0.423,46.91,3386.9,44.2,10.1,Urban,0,0.3867,Medium
88.37,21.64,56.59,4.08,142.3,0.374,55.29,1243.6,27.9,30.59,Suburban,0,0.5175,Medium
36.84,25.86,35.44,2.15,17.6,0.075,72.26,2178.0,22.9,7.9,Coastal,0,0.2502,Low
121.67,24.55,53.51,8.11,157.06,0.471,45.35,153.3,60.83,5.12,Urban,0,0.5318,Medium
99.35,18.24,45.22,5.75,4.16,0.598,54.01,2128.1,66.86,29.09,Suburban,0,0.7382,High
51.28,27.82,79.27,6.2,117.64,0.272,38.06,2786.2,26.45,9.23,Suburban,0,0.4974,Medium
33.83,25.84,43.89,4.39,310.29,0.376,55.25,13724.1,52.48,8.93,Forest,1,0.4816,Medium
83.14,27.0,46.46,5.03,102.65,0.355,71.75,5692.6,15.54,14.41,Barren,0,0.4069,Medium
123.2,25.09,82.24,3.17,43.99,0.488,36.72,1642.1,33.77,5.46,Coastal,0,0.6499,Medium
54.33,18.74,55.34,4.14,533.78,0.513,96.79,791.0,34.54,3.61,Coastal,0,0.2564,Low
28.09,15.51,80.3,4.9,198.37,0.526,59.68,394.8,72.32,11.34,Wetland,1,0.6829,High
68.0,26.72,96.65,3.03,34.18,0.311,25.59,2108.5,33.56,8.28,Coastal,0,0.6111,Medium
41.89,26.97,48.32,6.25,9.0,0.429,76.93,1541.5,100.0,6.46,Urban,1,0.6394,Medium
18.4,24.54,70.65,6.07,406.08,0.626,46.17,1987.5,30.66,21.64,Suburban,1,0.5816,Medium
30.3,38.73,100.0,5.08,4.31,0.295,40.18,1633.6,45.33,5.83,Urban,0,0.5624,Medium
88.07,20.79,76.89,1.26,135.42,0.397,59.42,5826.7,54.37,22.22,Suburban,0,0.2955,Low
38.43,26.4,81.84,5.91,490.18,0.34,27.54,3382.3,15.98,18.95,Forest,1,0.3535,Medium
27.06,24.78,62.83,6.11,33.68,0.517,53.85,587.1,0.0,3.51,Wetland,1,0.5317,Medium
102.68,23.77,68.33,1.27,312.38,0.323,82.99,2478.3,76.06,2.6,Urban,1,0.5594,Medium
86.28,16.55,79.11,6.83,65.6,0.804,57.94,1613.2,16.15,9.93,Suburban,0,0.6237,Medium
31.32,22.11,43.87,4.45,32.25,0.486,19.6,4132.6,84.76,7.44,Urban,0,0.5916,Medium
141.41,30.74,40.86,7.12,10.26,0.43,50.93,4175.1,52.96,3.31,Barren,1,0.7331,High
39.9,28.13,72.25,11.07,110.29,0.624,57.5,612.7,70.87,24.67,Coastal,1,0.7753,High
54.52,29.97,60.78,2.21,142.67,0.176,34.54,1724.2,24.84,11.94,Urban,1,0.3111,Low
44.94,19.74,41.21,4.12,124.43,0.203,36.18,1940.6,54.92,15.81,Suburban,0,0.5682,Medium
21.06,30.48,37.14,4.98,111.5,,42.77,1055.3,100.0,13.83,Urban,0,0.6259,Medium
37.5,16.34,83.63,2.64,116.48,0.364,70.93,14.3,45.86,3.75,Agricultural,1,0.3542,Medium
41.37,22.63,64.35,9.16,86.33,0.349,28.65,13025.9,42.81,20.22,Wetland,0,0.5029,Medium
6.79,16.87,57.35,0.0,28.9,0.469,82.54,783.9,16.5,6.59,Forest,1,0.3164,Low
52.53,36.42,64.63,7.38,111.64,0.261,90.44,3099.6,21.5,2.47,Urban,0,0.48,Medium
78.93,25.13,65.66,3.55,262.32,0.493,74.3,5458.9,44.97,2.3,Urban,0,0.5788,Medium
15.98,30.62,61.19,3.54,2.06,0.382,63.63,745.5,53.34,5.99,Forest,0,0.3268,Low
69.33,26.81,35.36,6.39,485.0,0.526,50.47,4506.3,41.94,5.18,Coastal,0,0.5791,Medium
91.21,27.73,71.97,6.84,432.24,0.483,28.39,177.9,39.08,17.22,Suburban,0,0.5243,Medium
37.97,16.69,47.25,6.91,37.22,0.241,53.54,2645.0,64.84,0.86,Wetland,0,0.5019,Medium
139.78,23.55,57.73,6.75,66.23,0.613,86.13,958.2,39.61,31.82,Suburban,0,0.4814,Medium
51.6,16.43,73.07,5.23,99.91,0.391,51.13,1728.6,60.9,13.93,Coastal,1,0.5176,Medium
6.43,20.73,78.99,1.51,224.21,0.252,91.66,9069.7,70.55,23.23,Urban,0,0.4704,Medium
13.25,24.17,70.72,5.21,7.55,0.555,66.22,1946.3,53.11,2.67,Agricultural,0,0.447,Medium
53.34,17.43,67.13,1.88,30.86,0.141,65.83,2961.1,58.88,6.71,Urban,1,0.6254,Medium
66.78,14.9,81.24,7.44,129.5,0.136,75.02,4951.7,23.62,4.49,Barren,1,0.4211,Medium
44.24,15.43,72.76,4.22,7.63,0.397,50.01,103.8,22.19,27.78,Urban,0,0.5604,Medium
51.04,28.31,48.05,5.05,267.82,0.321,49.55,534.8,62.85,18.12,Forest,0,0.3293,Low
45.24,21.66,81.04,4.15,260.93,0.61,52.95,4434.1,57.49,10.18,Suburban,0,0.3295,Low
24.95,14.84,79.81,2.72,12.46,0.42,55.93,326.9,87.11,7.05,Suburban,1,0.6468,Medium
45.34,23.43,68.02,7.38,64.43,0.321,56.32,828.0,58.44,2.24,Forest,0,0.5337,Medium
9.86,28.83,76.37,3.31,85.66,0.335,80.69,3404.0,4.97,13.68,Coastal,0,0.3062,Low
32.52,22.97,69.43,1.51,125.61,0.564,58.9,878.4,58.54,2.55,Forest,0,0.4159,Medium
63.53,13.79,6.14,1.83,93.74,0.419,55.73,2326.6,45.11,10.87,Agricultural,0,0.5997,Medium
19.94,22.48,57.81,2.49,0.16,0.426,59.01,365.3,39.7,10.52,Agricultural,0,0.3277,Low
34.89,18.07,62.1,0.28,16.63,0.443,5.15,2170.4,56.3,29.5,Urban,0,0.4967,Medium
47.73,25.42,61.62,5.08,214.39,0.628,47.13,258.8,61.27,7.16,Forest,0,0.5514,Medium
134.36,21.06,56.12,5.53,186.32,0.494,51.61,225.3,0.0,4.14,Suburban,0,0.497,Medium
85.89,25.15,64.46,0.0,2.07,0.372,69.47,1853.7,40.21,11.68,Urban,0,0.343,Medium
9.47,11.55,78.82,5.42,1.79,0.319,64.32,440.2,52.81,18.43,Forest,0,0.5387,Medium
156.14,24.11,69.43,4.43,228.58,0.433,70.64,2841.1,16.16,21.28,Barren,1,0.5795,Medium
107.54,21.74,61.82,4.05,53.8,0.474,74.78,4233.4,38.91,31.13,Suburban,0,0.4004,Medium
50.07,17.38,30.27,0.67,62.66,0.27,73.17,137.7,61.7,5.28,Barren,1,0.4144,Medium
76.21,24.02,84.13,7.98,346.33,0.37,56.32,664.0,16.54,4.24,Urban,0,0.662,High
22.53,21.4,56.5,5.07,272.78,0.662,64.25,10776.5,65.1,9.97,Barren,0,0.2419,Low
41.52,23.09,96.15,4.56,59.43,0.278,71.87,1181.1,54.45,4.72,Urban,1,0.3834,Medium
21.36,16.65,49.26,1.59,192.28,0.253,91.22,1747.1,35.93,16.84,Wetland,0,0.2597,Low
66.29,24.6,77.85,5.24,72.51,0.597,45.66,3756.8,54.29,12.22,Forest,1,0.4374,Medium
188.01,10.59,62.63,8.17,67.39,0.455,20.65,3877.4,71.98,8.39,Forest,0,0.7662,High
31.13,22.15,43.8,5.5,2.35,0.458,75.3,685.0,24.84,12.89,Wetland,0,0.4515,Medium
38.15,23.24,81.94,2.36,189.3,0.692,32.19,7350.9,0.06,15.58,Urban,0,0.4483,Medium
42.63,35.22,35.94,6.94,197.84,0.349,64.73,2240.4,76.28,3.59,Barren,1,0.5354,Medium
32.53,21.56,68.05,4.41,173.44,0.423,72.95,3188.6,83.19,4.43,Coastal,0,0.5187,Medium
63.62,34.56,67.2,7.38,402.48,0.268,65.32,1158.2,62.35,10.0,Suburban,0,0.3621,Medium
90.46,31.34,51.85,0.16,5.88,0.366,20.22,1181.9,41.58,7.78,Barren,0,0.572,Medium
26.85,22.53,86.64,0.0,409.03,0.355,66.77,203.5,84.47,17.04,Wetland,0,0.5786,Medium
42.22,23.49,69.14,3.27,234.62,0.091,62.12,7513.0,37.39,12.64,Agricultural,1,0.3437,Medium
69.68,15.82,96.51,3.93,15.01,0.547,67.16,2820.6,54.13,17.47,Urban,0,0.5343,Medium
19.69,19.27,69.98,6.17,5.17,0.449,9.87,2347.0,31.29,14.88,Urban,0,0.7451,High
14.21,25.01,74.77,6.01,2.5,0.401,70.91,1607.3,86.71,2.76,Wetland,0,0.5024,Medium
26.42,21.15,26.57,7.85,14.89,0.457,54.77,932.4,91.04,10.78,Urban,0,0.6604,High
72.19,29.59,77.48,4.64,205.47,0.117,100.0,64.9,17.29,8.48,Urban,1,0.5328,Medium
18.8,27.99,73.14,4.32,55.51,0.466,46.82,1881.0,16.71,8.35,Barren,0,0.4388,Medium
27.97,25.46,55.92,3.21,116.59,0.176,81.74,6958.5,18.85,10.21,Urban,1,0.4907,Medium
42.52,28.19,51.85,5.89,60.07,0.28,73.79,2062.2,40.21,23.64,Agricultural,0,0.3482,Medium
48.05,26.38,61.04,5.31,101.75,0.475,63.56,2005.3,100.0,8.32,Urban,1,0.8256,High
38.2,23.91,80.54,3.5,39.12,0.179,80.98,2844.4,21.07,11.76,Agricultural,0,0.3681,Medium
43.26,18.59,44.11,4.81,274.36,0.409,33.01,6136.0,73.67,16.28,Agricultural,0,0.5877,Medium
10.79,36.68,41.72,1.7,115.63,0.658,32.42,50.1,58.97,16.24,Suburban,0,0.3876,Medium
25.52,28.35,79.5,1.22,75.13,0.32,100.0,4688.1,18.3,15.02,Wetland,0,0.2639,Low
76.05,26.3,57.69,5.84,38.94,0.524,66.6,445.7,43.38,8.64,Forest,1,0.6429,Medium
23.82,18.37,62.42,4.43,42.22,0.067,29.92,1642.4,32.54,14.16,Urban,0,0.4284,Medium
49.05,40.73,62.77,2.83,142.88,0.605,64.29,368.2,46.88,8.47,Suburban,0,0.4276,Medium
45.54,18.89,70.85,6.26,63.32,0.349,52.41,467.9,42.55,11.09,Forest,1,0.5872,Medium
70.69,24.2,87.54,2.28,99.82,0.328,52.11,4822.5,67.74,11.13,Urban,0,0.5734,Medium
78.03,24.47,45.86,5.32,525.28,0.31,55.27,10786.6,46.35,16.38,Agricultural,1,0.5771,Medium
93.31,14.46,72.73,5.85,45.58,0.119,58.14,337.8,42.79,20.82,Agricultural,0,0.4972,Medium
112.95,27.05,64.57,7.46,63.22,0.437,24.08,1184.6,28.49,7.26,Forest,1,0.7995,High
19.02,26.32,70.55,4.81,46.56,0.139,44.3,443.1,53.28,10.28,Forest,0,0.2707,Low
5.11,16.47,100.0,4.97,11.3,0.117,57.08,396.7,75.77,13.24,Forest,0,0.4106,Medium
31.23,29.09,42.82,10.23,338.2,0.24,83.37,1085.4,63.32,27.03,Urban,1,0.5099,Medium
17.75,17.18,75.94,6.14,166.5,0.423,37.22,1064.1,47.4,14.04,Suburban,0,0.6543,Medium
21.42,21.72,84.8,2.73,114.05,0.128,25.82,1052.9,34.83,6.62,Agricultural,1,0.3735,Medium
61.79,18.51,46.98,4.7,2.91,0.244,47.98,3016.1,79.08,9.63,Urban,1,0.504,Medium
89.58,28.22,60.59,6.91,214.95,0.605,53.26,56.6,25.85,5.13,Forest,0,0.521,Medium
50.02,27.48,55.7,3.27,8.94,0.367,41.02,552.6,31.05,11.05,Urban,0,0.5004,Medium
24.68,16.07,90.33,5.83,16.54,0.496,51.04,3437.7,32.34,10.62,Agricultural,1,0.6962,High
51.88,19.81,65.07,0.5,10.95,0.386,88.02,3020.0,79.6,7.04,Coastal,0,0.4971,Medium
72.43,19.92,36.13,5.6,18.99,0.494,93.64,1280.0,49.96,10.15,Coastal,0,0.4574,Medium
10.87,28.52,100.0,3.91,121.8,0.414,58.6,3365.9,33.17,22.57,Barren,0,0.2351,Low
33.06,19.0,94.99,3.39,10.17,0.444,55.34,1145.9,32.22,9.86,Barren,1,0.4846,Medium
35.34,23.12,81.79,1.64,120.91,0.555,79.65,1464.7,35.7,34.41,Agricultural,0,0.289,Low
37.38,22.36,61.19,6.21,179.87,0.186,58.8,3984.4,58.6,13.11,Urban,1,0.5394,Medium
20.1,21.7,45.21,5.64,73.54,0.483,96.71,512.9,39.91,17.55,Coastal,1,0.6685,High
52.8,36.04,60.46,4.12,122.08,0.426,68.88,2386.2,81.6,4.64,Urban,0,0.4492,Medium
56.49,19.26,81.71,3.98,52.4,0.19,47.22,2854.6,0.0,7.17,Agricultural,0,0.3819,Medium
18.66,22.4,61.56,4.19,165.12,0.332,80.56,651.0,53.06,6.48,Forest,0,0.3009,Low
104.62,26.54,54.94,2.61,520.48,0.364,65.96,234.5,96.21,21.88,Urban,1,0.5132,Medium
14.66,21.03,38.41,7.89,49.92,0.238,78.03,597.8,54.88,21.9,Coastal,1,0.5718,Medium
23.92,19.88,48.42,4.75,112.75,0.397,81.51,2300.4,53.82,26.36,Urban,0,0.2923,Low
13.33,26.37,40.12,0.27,427.28,0.444,39.46,3497.5,77.95,7.67,Urban,0,0.3967,Medium
11.41,29.48,67.16,10.12,3.88,0.691,67.61,459.6,60.79,10.54,Coastal,0,0.6562,Medium
46.36,33.12,79.59,4.61,39.33,0.377,76.34,485.3,25.89,29.67,Urban,0,0.5569,Medium
23.87,22.61,42.04,6.35,21.02,0.194,88.44,229.6,55.95,5.87,Suburban,0,0.4023,Medium
78.36,18.61,35.02,5.26,112.55,0.479,91.81,4105.3,0.0,7.13,Urban,1,0.4735,Medium
20.32,18.56,65.14,4.7,23.44,0.618,68.04,290.8,49.08,9.04,Urban,1,0.5634,Medium
24.13,33.82,60.88,2.59,45.19,0.163,67.32,4360.3,42.96,9.65,Agricultural,0,0.3411,Medium
71.24,26.28,71.08,10.17,68.23,0.279,48.67,5475.7,23.56,4.71,Suburban,1,0.7223,High
16.14,18.26,38.01,2.99,6.65,0.214,56.66,1698.2,60.62,24.95,Agricultural,0,0.2604,Low
28.85,19.24,85.43,3.01,42.25,0.018,63.92,444.7,27.06,12.09,Agricultural,0,0.345,Medium
103.43,16.22,72.51,4.29,30.71,0.5,72.79,8366.7,43.19,4.0,Forest,1,0.5467,Medium
2.28,23.45,85.36,3.6,67.41,0.237,66.51,7399.5,18.84,9.39,Forest,0,0.4969,Medium
10.9,27.38,,3.84,747.46,0.349,67.58,626.3,19.0,10.41,Agricultural,0,0.2786,Low
115.85,34.82,83.3,5.29,740.44,0.549,46.85,836.2,53.04,17.19,Urban,1,0.6562,Medium
